date,recipe_id,no_hits,no_sessions,name,description,preparationtime,difficulty,steps,instructions,tags
2023-01-02,1537,9,7,Lemon Hummus with Hemp Seeds,"Our Lemon Hummus with Hemp Seeds is packed with nutrients. Hemp seeds contain all essential amino acids. These tiny seeds are also a fantastic source of protein. If that wasn't enough, they're also high in vitamin B1, B2 and E, calcium, magnesium, potassium, iron and healthy omega-3 and omega-6 fatty acids!",15,easy,5,"['Peel and finely chop the garlic. Zest the peel of the lemons, cut the lemons in half and squeeze the juice into a bowl. Finally, drain the chickpeas.'
 'Set a few chickpeas, hemp seeds and some olive oil aside to use as garnish.'
 'Place the garlic, lemon zest, lemon juice, chickpeas, hemp seeds, olive oil, tahini, water, salt and pepper in a blender or food processor and blend until smooth.'
 'Peel the carrots and cut the carrots and cucumber into sticks.'
 'Garnish the hummus with the chickpeas and hemp seeds you set aside and drizzle with the olive oil. Serve with the veggie sticks.']","snack,high_fiber,vegan,vegetarian,lactose_free,gluten_free,sugar_free,clean_eating,detox,on_the_go,vegetables,200kcal,easy"
2023-01-31,1726,8,7,BBQ Meatloaf Muffins with Sweet Potato,"Mini meatloaves are topped with a creamy sweet potato puree in these adorable BBQ meatloaf muffins. Choose your favorite BBQ sauce to flavor the beef for the perfect protein-packed snack at home or on the go. Tip: Add your favorite spices, like cayenne or smoked paprika, for an extra kick.",35,normal,11,"['Preheat the oven to 350°F (175°C).'
 'Place ground beef in a medium bowl and set aside.'
 'Heat ½ of the olive oil in a small pan over medium heat. Dice the onion and add to the pan. Cook for approximately 5 minutes until softened.'
 'Dice the garlic and add to the pan. Cook for approximately 1 additional minute.'
 'Add the onion and garlic to the ground beef. Add the barbecue sauce, dried thyme, salt and pepper. Mix well with a spoon until evenly distributed.'
 'Divide the meat mixture evenly in a muffin tin.'
 'Bake for 20 minutes or until the meat is completely cooked through.'
 'While the meatloaves are baking, peel and dice the sweet potatoes.'
 'Add sweet potatoes to a large pot and fill with cold water until the potatoes are just covered. Bring to a boil and cook for approximately 10 minutes until the potatoes are soft.'
 'Drain the sweet potatoes and puree with the remaining olive oil in a food processor until completely smooth.'
 'Use a piping bag to top the meatloaves with sweet potato puree and drizzle with BBQ sauce if desired.']","dinner,lunch,meat,vegetables,lactose_free,gluten_free,700kcal"
2023-01-30,1313,6,5,Sweet Potato Cake,"Our creamy Sweet Potato Cake is the perfect choice for those with a sweet tooth and definitely belongs on every party buffet! Our healthy version doesn't use white flour or butter. The dough is made using oat flour, almond flour and applesauce. Plus, the sweet potato filling is packed with cell-protecting vitamin E and beta-carotene.",75,normal,8,"['Preheat the oven to 360°F (180°C).'
 'Peel the sweet potatoes, cut into large cubes and cook in a pot of water over high heat for approx. 20 minutes until soft.'
 'In the meantime, combine the oat flour, almond flour, salt, ⅓ of the coconut sugar, and cinnamon in a large bowl.'
 'Add the maple syrup and apple sauce to the flour mixture and knead with your hands until you have a smooth dough.'
 'Line a springform with baking paper, add the dough and press down onto the bottom and sides of the pan. Bake on the middle rack for 5 minutes.'
 'In the meantime, drain the sweet potatoes and purée in a blender with the margarine until smooth.'
 'Transfer the sweet potato mixture into a large bowl and use a whisk to combine with the remaining coconut sugar, almond milk, eggs, cinnamon, ginger and vanilla extract until smooth.'
 'Pour the mixture into the springform on top of the crust and bake on the middle rack for approx. 45 minutes.']","low_fat,sweet,dessert,baking,christmas,snack,gluten_free,vegetarian,vegetables,lactose_free,200kcal"
2023-01-07,1120,20,20,Chocolate-Covered Stuffed Raspberries,"These beautiful Chocolate-Covered Stuffed Raspberries are a wonderful snack guaranteed to impress your guests. Tip: Place the chocolate raspberries in the fridge so they can harden. After a little time, you can fill them with cream!",40,easy,4,"['Melt the dark chocolate in a water bath.'
 'Dip the bottom of the raspberries in the chocolate and place on a plate lined with baking paper to harden.'
 'In the meantime, combine the cream cheese, cashew butter, vanilla extract and maple syrup with a spoon.'
 'Once the chocolate has hardened, fill a piping bag with the cream cheese mixture and fill each raspberry with it. Store in the fridge until ready to serve.']","low_carb,snack,vegan,vegetarian,gluten_free,lactose_free,high_fiber,dessert,sweet,fruits,easy"
2023-01-13,1517,1,1,Fruity Infused Water,"Our Fruity Infused Water is a refreshing drink for a hot day. It will also motivate you to stay hydrated! Thanks to the added fruit, the water has a wonderful flavor and is a great alternative to sweetened soft drinks.",15,easy,3,"['Wash and slice the strawberries and orange. If necessary, quarter or half the orange slices.'
 'Place the strawberry slices, orange slices and raspberries in a carafe. Fill with sparkling water.'
 'Allow the water to infuse for at least 10 minutes.']","low_fat,low_calorie,snack,vegan,vegetarian,gluten_free,lactose_free,sugar_free,clean_eating,detox,on_the_go,fruits,50kcal,easy,few_ingredients"
2023-01-16,1085,30,26,Chocolate Orange Oatmeal,"The combination of chocolate and fruit in our Chocolate Orange Oatmeal is a match made in heaven! It's quick to make and a warming breakfast. You can also take it with you if you're short on time. In that case, all you need is a mason jar and you're ready to go.",12,easy,4,"['Start by grating the peel and squeezing the juice from 1 orange.'
 'Remove the peel from the other orange, making sure to remove the pith. Use a knife to split the fruit into wedges.'
 'In a pot, combine the orange juice and gratings with the rolled oats, almond milk, cocoa powder and maple syrup. Mix well and simmer over medium heat for approx. 3 minutes, stirring occasionally.'
 'Transfer the oatmeal into bowls and garnish with the orange wedges and cacao nibs.']","low_fat,breakfast,vegan,vegetarian,lactose_free,high_fiber,on_the_go,sweet,fruits,400kcal,easy"
2023-01-03,2104,50,38,Peanut Curry,Our Peanut Curry is packed with flavor and great for a cozy night in—and not just during fall or winter!,33,easy,11,"['Prepare the rice according to the package instructions.'
 'Peel and finely chop the onion and garlic. Peel and slice the carrots.'
 'Heat the olive oil in a large pot over medium heat and sauté the onions for approximately 3 minutes until transparent.'
 'Add the ginger, garlic and carrots. Sauté for 5 additional minutes.'
 'Add the curry paste, peanut butter and coconut milk. Simmer for 5 minutes.'
 'Separate the broccoli into florets. Remove the seeds from the bell pepper and cut into strips.'
 'Add the broccoli, bell pepper and water to the pot. Simmer for approximately 7 minutes.'
 'Dab the tofu dry with a paper towel and cut into cubes.'
 'Half the lime and squeeze the juice from ½ into the curry. Quarter the other half.'
 'Add the soy sauce and tofu, and let simmer for 3 additional minutes. Chop the peanuts.'
 'Serve the curry with rice and lime wedges. Garnish with peanuts.']","dinner,lunch,vegan,vegetarian,pescatarian,lactose_free,vegetables,700kcal,easy"
2023-01-19,566,48,48,Carrot Muffins,"Our Carrot Muffins are wonderfully fluffy and filling, and the healthy ingredients make it the perfect breakfast! Of course, you can also pack them to go. That way you'll have a healthy snack to rescue you if you're feeling hungry between meals.",30,easy,8,"['Preheat the oven to 190°C / 375°F.'
 'Combine the two types of flour with the rolled oats, baking powder and cinnamon.'
 'Use a grater to finely grate the carrot and use a fork to mash the banana.'
 'In a second bowl, beat the eggs together with the applesauce until frothy.'
 'Mix in the coconut oil, honey, almond milk, banana and carrots.'
 'Next, work in the dry ingredients and mix into a creamy batter.'
 'Fold in the walnuts and fill muffin molds with the batter.'
 'Bake for approx. 15 minutes.']","breakfast,snack,vegetarian,lactose_free,dessert,baking,on_the_go,sweet,100kcal,easy"
2023-01-28,470,101,85,Kiwi Banana Smoothie,"There are plenty of delicious smoothies that you can buy in the grocery store. The only problem is, they're usually full of sugar and artificial flavors. The good news: It's really easy to make your own delicious smoothies at home! You can even prep an entire weeks worth in advance. Simply freeze all ingredients in a bag. When you're ready for your smoothie, place the bag contents in a blender and you've got a delicious smoothie before you know it. Super easy!",3,easy,2,"['Wash the arugula and peel the banana and kiwis.'
 'Place all ingredients in a blender and purée.']","low_fat,breakfast,snack,vegetarian,vegan,gluten_free,lactose_free,sugar_free,clean_eating,smoothie,on_the_go,fruits,sweet,few_ingredients,low_calorie,300kcal,easy,fast"
2023-01-26,1857,4,4,Spinach Soup with Feta & Almonds,"Whether as a main dish or an appetizer, you'll love the creaminess and fantastic color of this delicious soup. The intense flavor of the feta and spicy crushed pepper give this soup a little extra kick!",24,easy,6,"['Peel the potatoes, onion and garlic. Chop all into small cubes.'
 'Heat the olive oil in a pot over medium heat. Sauté the onion pieces for 3 minutes until translucent. Add the garlic and potatoes and fry for 1 additional minute.'
 'Add the spinach and vegetable broth. Bring to a boil for 1 minute and then simmer for 10 minutes.'
 'Roast the almonds in a pan without oil over medium heat for 4 minutes.'
 'As soon as the potato cubes are thoroughly cooked, add the almond butter to the pot. Purée the soup until creamy.'
 'Season with lemon juice, cumin, salt and pepper. Split the soup into bowls, crumble the feta over the top and garnish with crushed red pepper and almonds.']","low_calorie,low_carb,dinner,lunch,vegetarian,pescatarian,soup,vegetables,300kcal,easy"
2023-01-11,1069,40,37,Mediterranean Oven-Roasted Vegetables,"Oven-roasted vegetables are a delicious and easy dish to prepare. Depending on what you like or what you have at home, you can use whatever vegetables you'd like. Plus, you can mix up the flavors by changing the spices and herbs you use. For this recipe, we're giving the vegetables a Mediterranean touch with rosemary and Italian herbs!",45,easy,4,"['Preheat the oven to 360°F (180°C).'
 'Cut the cherry tomatoes in half, remove the seeds from and cut the bell pepper into bite-sized strips, cut the eggplant and zucchini into chunks, and peel and chop the onion.'
 'Chop the rosemary. Combine the vegetables with olive oil, salt, pepper, rosemary and Italian herbs.'
 'Spread the vegetables out onto a baking sheet lined with baking paper and roast on the middle rack for approx. 25 minutes.']","low_carb,low_calorie,dinner,lunch,vegan,vegetarian,lactose_free,sugar_free,gluten_free,detox,clean_eating,vegetables,200kcal,easy"
